index	block_type	html_class	norm_anchor	norm_anchor_type	editorial_category	text	links_count	first_link	bracket_meta
127	C_textual	com	III - a dignidade da pessoa humana;	inc		&ldquo;1. A Convenção da Haia de 1980 sobre os aspectos civis da subtração internacional de crianças é compatível com a Constituição Federal, possuindo status supralegal no ordenamento jurídico brasileiro, por sua natureza de tratado internacional de proteção de direitos da criança. 2. A aplicação d	2	http://portal.stf.jus.br/processos/detalhe.asp?incidente=2679600	
128	C_textual	com	III - a dignidade da pessoa humana;	inc		Nas diligências para a localização do bem móvel dado em garantia em alienação fiduciária e em sua apreensão, previstas nos §§ 4º, 5º e 7º do art. 8º-C do Decreto-Lei nº 911/69 (redação da Lei nº 14.711/23), devem ser assegurados os direitos à vida privada, à honra e à imagem do devedor; a inviolabil	3	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15380159117&ext=.pdf	
129	C_textual	com	III - a dignidade da pessoa humana;	inc		(...) é necessário garantir aos homens e mulheres trans acesso igualitário a todas as ações e programas de saúde do SUS, em especial aqueles relacionados à saúde sexual e reprodutiva, como agendamento de consultas nas especialidades de ginecologia, obstetrícia e urologia, independentemente de sua id	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15373008088&ext=.pdf	
130	C_textual	com	III - a dignidade da pessoa humana;	inc		Impugnado o art. 3º, § 2º, da Lei nº 12.910/2013 do Estado da Bahia, que impõe prazo à regularização fundiária das terras tradicionalmente ocupadas pelas comunidades de fundo e fecho de pasto mediante a concessão de uso (...). Dada a íntima relação entre a posse das terras coletivas e a reprodução f	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15362780472&ext=.pdf	
131	C_textual	com	III - a dignidade da pessoa humana;	inc		Lei 3.528 de 2019 do estado do Tocantins. Cadastro estadual de usuários e dependentes de drogas. (...) Materialmente (...) há inconstitucionalidade. A seletividade social do cadastro é incompatível com o Estado de Direito e os direitos fundamentais que a Constituição de 1988 protege, especialmente, 	0		
132	C_textual	com	III - a dignidade da pessoa humana;	inc		População em situação de rua no Brasil. Omissões do poder público que resultam em um potencial estado de coisas inconstitucional. Possibilidade de intervenção judicial. Observância do Decreto Federal 7.053/2009, que institui a política nacional para a população em situação de rua, independentemente 	0		
133	C_textual	com	III - a dignidade da pessoa humana;	inc		A &ldquo;legítima defesa da honra&rdquo; é recurso argumentativo/retórico odioso, desumano e cruel utilizado pelas defesas de acusados de feminicídio ou agressões contra a mulher para imputar às vítimas a causa de suas próprias mortes ou lesões. Constitui-se em ranço, na retórica de alguns operadore	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15361685556&ext=.pdf	
134	C_textual	com	III - a dignidade da pessoa humana;	inc		(...) programas de reinserção de presos e de egressos do sistema carcerário são medidas que dão concretude aos direitos fundamentais consagrados em nossa Constituição, pois buscam efetivar a ressocialização dos apenados. O Brasil, inclusive, é signatário de tratados internacionais sobre direitos hum	0		
135	C_textual	com	III - a dignidade da pessoa humana;	inc		Restrição de doação de sangue a grupos e não condutas de risco. Discriminação por orientação sexual. (...) O estabelecimento de grupos &ndash; e não de condutas &ndash; de risco incorre em discriminação e viola a dignidade humana e o direito à igualdade, pois lança mão de uma interpretação consequen	0		
136	C_textual	com	III - a dignidade da pessoa humana;	inc		Na condução coercitiva, resta evidente que o investigado é conduzido para demonstrar sua submissão à força, o que desrespeita a dignidade da pessoa humana. (...) A condução coercitiva representa uma supressão absoluta, ainda que temporária, da liberdade de locomoção. Há uma clara interferência na li	0		
137	C_textual	com	III - a dignidade da pessoa humana;	inc		Deixar a cargo da mulher autora da representação a decisão sobre o início da persecução penal significa desconsiderar o temor, a pressão psicológica e econômica, as ameaças sofridas, bem como a assimetria de poder decorrente de relações histórico-culturais, tudo a contribuir para a diminuição de sua	0		
138	C_textual	com	III - a dignidade da pessoa humana;	inc		Reconhecimento do direito à preferência sexual como direta emanação do princípio da &ldquo;dignidade da pessoa humana&rdquo;: direito à autoestima no mais elevado ponto da consciência do indivíduo. Direito à busca da felicidade. Salto normativo da proibição do preconceito para a proclamação do direi	0		
139	C_textual	com	III - a dignidade da pessoa humana;	inc		A pesquisa científica com células-tronco embrionárias, autorizada pela Lei 11.105/2005, objetiva o enfrentamento e cura de patologias e traumatismos que severamente limitam, atormentam, infelicitam, desesperam e não raras vezes degradam a vida de expressivo contingente populacional (ilustrativamente	0		
140	C_textual	com	III - a dignidade da pessoa humana;	inc		A Lei 8.899/1994 é parte das políticas públicas para inserir os portadores de necessidades especiais na sociedade e objetiva a igualdade de oportunidades e a humanização das relações sociais, em cumprimento aos fundamentos da República de cidadania e dignidade da pessoa humana, o que se concretiza p	0		
141	C_textual	com	III - a dignidade da pessoa humana;	inc		Ofende os princípios da igualdade e da dignidade da pessoa humana a perquirição da vítima, em processos apuratórios e julgamentos de crimes contra a dignidade sexual, quanto ao seu modo de vida e histórico de experiências sexuais. [ https://portal.stf.jus.br/processos/downloadPeca.asp?id=15369430978	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15369430978&ext=.pdf	
142	C_textual	com	III - a dignidade da pessoa humana;	inc		Repercussão geral &ldquo;1. Em visitas sociais nos presídios ou estabelecimentos de segregação é inadmissível a revista íntima vexatória com o desnudamento de visitantes ou exames invasivos com finalidade de causar humilhação. A prova obtida por esse tipo de revista é ilícita, salvo decisões judicia	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15378290402&ext=.pdf	
143	C_textual	com	III - a dignidade da pessoa humana;	inc		Análise da recepção da Lei nº 6.683, de 28 de agosto de 1979, em relação aos crimes permanentes e àqueles que caracterizaram graves violações aos Direitos Humanos durante a Ditadura Militar, em virtude da decisão proferida pelo SUPREMO TRIBUNAL FEDERAL na ADPF 153. [ https://portal.stf.jus.br/proces	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374289742&ext=.pdf	
144	C_textual	com	III - a dignidade da pessoa humana;	inc		Análise da recepção da Lei nº 6.683, de 28 de agosto de 1979, em relação aos crimes permanentes e àqueles que caracterizaram graves violações aos Direitos Humanos durante a Ditadura Militar, em virtude da decisão proferida pelo SUPREMO TRIBUNAL FEDERAL na ADPF 153. [ https://portal.stf.jus.br/proces	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374289716&ext=.pdf	
145	C_textual	com	III - a dignidade da pessoa humana;	inc		Possibilidade, ou não, de reconhecimento de anistia a crime de ocultação de cadáver (crime permanente), cujo início da execução ocorreu antes da vigência da Lei da Anistia, mas continuou de modo ininterrupto a ser executado após a sua vigência, à luz da Emenda Constitucional 26/85 e da Lei nº. 6.683	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374225422&ext=.pdf	
146	C_textual	com	III - a dignidade da pessoa humana;	inc		Separação obrigatória de bens nos casamentos e uniões estáveis com pessoa maior de setenta anos. (...) O dispositivo aqui questionado, se interpretado de maneira absoluta, como norma cogente, viola o princípio da dignidade da pessoa humana e o da igualdade. O princípio da dignidade humana é violado 	0		
147	C_textual	com	III - a dignidade da pessoa humana;	inc		O pagamento dos proventos de aposentadoria por invalidez ao curador, independentemente de qualquer análise acerca da capacidade do curatelado para prática de atos da vida civil, afronta o postulado da dignidade da pessoa humana e o princípio da proporcionalidade. (...) &ldquo;A enfermidade ou doença	0		
148	C_textual	com	III - a dignidade da pessoa humana;	inc		O transgênero tem direito fundamental subjetivo à alteração de seu prenome e de sua classificação de gênero no registro civil, não se exigindo, para tanto, nada além da manifestação da vontade do indivíduo, o qual poderá exercer tal faculdade tanto pela via judicial como diretamente pela via adminis	0		
149	C_textual	com	III - a dignidade da pessoa humana;	inc		Considerando que é dever do Estado, imposto pelo sistema normativo, manter em seus presídios os padrões mínimos de humanidade previstos no ordenamento jurídico, é de sua responsabilidade, nos termos do art. 37, § 6º, da Constituição, a obrigação de ressarcir os danos, inclusive morais, comprovadamen	0		
150	C_textual	com	III - a dignidade da pessoa humana;	inc		A legislação sobre execução penal atende aos direitos fundamentais dos sentenciados. No entanto, o plano legislativo está tão distante da realidade que sua concretização é absolutamente inviável. Apelo ao legislador para que avalie a possibilidade de reformular a execução penal e a legislação correl	0		
151	C_textual	com	III - a dignidade da pessoa humana;	inc		(...) os crimes de lesão corporal praticados contra a mulher no âmbito doméstico e familiar são de ação penal pública incondicionada. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=5717298 " rel="noopener noreferrer" target="_blank"> ARE 773.765 RG , voto do min. Gilmar Mend	0		
152	C_textual	com	III - a dignidade da pessoa humana;	inc		Contravenção penal. Posse não justificada de instrumento de emprego usual na prática de furto (art. 25 do DL 3.688/1941). Réu condenado em definitivo por diversos crimes de furto. Alegação de que o tipo não teria sido recepcionado pela CF de 1988. Arguição de ofensa aos princípios da isonomia e da p	0		
153	C_textual	com	III - a dignidade da pessoa humana;	inc		Julgados correlatos Nos termos do Tema 622-RG, tanto os vínculos originados da ascendência biológica, como aqueles de filiação construídos pela relação afetiva entre os envolvidos, devem ser reconhecidos pelo Estado, à luz do princípio da dignidade humana [ https://portal.stf.jus.br/processos/downlo	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374500484&ext=.pdf	
154	C_textual	com	III - a dignidade da pessoa humana;	inc		Habeas corpus coletivo. Cumprimento de medidas socioeducativas de internação. Impetração voltada a corrigir alegada superlotação em unidades. Admissibilidade da via eleita para o exame da questão de fundo. Violação de direitos fundamentais dos adolescentes internados. Deficiências estruturais e ausê	0		
155	C_textual	com	III - a dignidade da pessoa humana;	inc		Direito civil e constitucional. Ação de investigação de paternidade cumulada com petição de herança. Filho adulterino. Paternidade não contestada pelo marido. Direito de ter o filho reconhecido, a qualquer tempo, o seu pai biológico. Prevalência do direito fundamental à busca da identidade genética 	0		
156	C_textual	com	III - a dignidade da pessoa humana;	inc		Suspensão de inclusão de novos beneficiários. Operadora de plano de saúde. GEAP [Autogestão em Saúde]. Óbice ao ingresso de servidor do Poder Executivo cedido à Justiça Federal, que, acometido de doença grave, retornou ao órgão de origem para aposentadoria por invalidez. Impossibilidade de interrupç	0		
157	C_textual	com	III - a dignidade da pessoa humana;	inc		Autorizar que se viabilize o cancelamento de registro civil por inexistência de filiação, no caso em que o declarante foi o próprio pai, falecido desde 2007, ofende, entre outros princípios, o da dignidade da pessoa humana. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=1163	0		
158	C_textual	com	III - a dignidade da pessoa humana;	inc		A "escravidão moderna" é mais sutil do que a do século 19 e o cerceamento à liberdade pode decorrer de diversos constrangimentos econômicos e não necessariamente físicos. Priva-se alguém de sua liberdade e de sua dignidade tratando-o como coisa, e não como pessoa humana, o que pode ser feito não só 	0		
159	C_textual	com	III - a dignidade da pessoa humana;	inc		A cláusula da reserva do possível &ndash; que não pode ser invocada, pelo poder público, com o propósito de fraudar, de frustrar e de inviabilizar a implementação de políticas públicas definidas na própria Constituição &ndash; encontra insuperável limitação na garantia constitucional do mínimo exist	0		
160	C_textual	com	III - a dignidade da pessoa humana;	inc		Reconhecimento e qualificação da união homoafetiva como entidade familiar. O STF &ndash; apoiando-se em valiosa hermenêutica construtiva e invocando princípios essenciais (como os da dignidade da pessoa humana, da liberdade, da autodeterminação, da igualdade, do pluralismo, da intimidade, da não dis	0		
161	C_textual	com	III - a dignidade da pessoa humana;	inc		Prisão preventiva. (...) Autos instruídos com documentos comprobatórios do debilitado estado de saúde do paciente, que provavelmente definhará na prisão sem a assistência médica de que necessita, o estabelecimento prisional reconhecendo não ter condições de prestá-la. O art. 117 da LEP determina, na	0		
162	C_textual	com	III - a dignidade da pessoa humana;	inc		O direito de defesa constitui pedra angular do sistema de proteção dos direitos individuais e materializa uma das expressões do princípio da dignidade da pessoa humana. Diante da ausência de intimação de defensor público para fins de julgamento do recurso, constata-se, no caso concreto, que o constr	0		
163	C_textual	com	III - a dignidade da pessoa humana;	inc		A duração prolongada, abusiva e irrazoável da prisão cautelar de alguém ofende, de modo frontal, o postulado da dignidade da pessoa humana, que representa &ndash; considerada a centralidade desse princípio essencial (CF, art. 1º, III) &ndash; significativo vetor interpretativo, verdadeiro valor-font	0		
164	C_textual	com	III - a dignidade da pessoa humana;	inc		Denúncias genéricas, que não descrevem os fatos na sua devida conformação, não se coadunam com os postulados básicos do Estado de Direito. Violação ao princípio da dignidade da pessoa humana. Não é difícil perceber os danos que a mera existência de uma ação penal impõe ao indivíduo. Necessidade de r	0		
165	C_textual	com	III - a dignidade da pessoa humana;	inc		O fato de o paciente estar condenado por delito tipificado como hediondo não enseja, por si só, uma proibição objetiva incondicional à concessão de prisão domiciliar, pois a dignidade da pessoa humana, especialmente a dos idosos, sempre será preponderante, dada a sua condição de princípio fundamenta	0		
166	C_textual	com	III - a dignidade da pessoa humana;	inc		Sendo fundamento da República Federativa do Brasil a dignidade da pessoa humana, o exame da constitucionalidade de ato normativo faz-se considerada a impossibilidade de o Diploma Maior permitir a exploração do homem pelo homem. O credenciamento de profissionais do volante para atuar na praça implica	0		
167	C_textual	com	III - a dignidade da pessoa humana;	inc		A mera instauração de inquérito, quando evidente a atipicidade da conduta, constitui meio hábil a impor violação aos direitos fundamentais, em especial ao princípio da dignidade humana. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=79209 " rel="noopener noreferrer" target="	0		
168	C_textual	com	III - a dignidade da pessoa humana;	inc		Publicação de livros: antissemitismo. Racismo. (...) Fundamento do núcleo do pensamento do nacional-socialismo de que os judeus e os arianos formam raças distintas. Os primeiros seriam raça inferior, nefasta e infecta, características suficientes para justificar a segregação e o extermínio: inconcia	0		
169	C_textual	com	III - a dignidade da pessoa humana;	inc		O direito ao nome insere-se no conceito de dignidade da pessoa humana, princípio alçado a fundamento da República Federativa do Brasil (CF, art. 1º, III). [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=257829 " rel="noopener noreferrer" target="_blank"> RE 248.869 , voto do 	0		
170	C_textual	com	III - a dignidade da pessoa humana;	inc		Discrepa, a mais não poder, de garantias constitucionais implícitas e explícitas &ndash; preservação da dignidade humana, da intimidade, da intangibilidade do corpo humano, do império da lei e da inexecução específica e direta de obrigação de fazer &ndash; provimento judicial que, em ação civil de i	0		
171	C_textual	com	III - a dignidade da pessoa humana;	inc		A simples referência normativa à tortura, constante da descrição típica consubstanciada no art. 233 do ECA, exterioriza um universo conceitual impregnado de noções com que o senso comum e o sentimento de decência das pessoas identificam as condutas aviltantes que traduzem, na concreção de sua prátic	0		
173	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		Controle concentrado de constitucionalidade &ldquo;São inconstitucionais as leis que obrigam supermercados ou similares a fornecer gratuitamente sacolas ou embalagens para as compras, por violação do princípio da livre iniciativa (arts. 1º, inciso IV, e 170 da Constituição).&rdquo; [ https://portal.	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15380159280&ext=.pdf	
174	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		Contrato de trabalho intermitente. Regras instituídas pela Lei nº 13.467/2017 e pela Medida Provisória nº 808/2017. (...) A regulamentação do contrato intermitente, nos termos estabelecidos pelas normas questionadas, encontra fundamento de validade nos arts. 1º, IV, e 170, caput , da Constituição Fe	2	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15373863647&ext=.pdf	
175	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		A livre iniciativa (CF, art. 1º, IV e 170, caput) não se revela um fim em si mesmo, mas um meio para atingir os objetivos fundamentais da República, inclusive a tutela e preservação do meio ambiente para as presentes e futuras gerações (CF, art. 225). [ https://portal.stf.jus.br/processos/downloadPe	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15360222590&ext=.pdf	
176	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		São válidos os contratos de parceria celebrados entre trabalhador do ramo da beleza (cabeleireiro, barbeiro, esteticista, manicure, pedicure, depilador e maquiador), denominado &lsquo;profissional-parceiro&rsquo;, e o respectivo estabelecimento, chamado &lsquo;salão-parceiro&rsquo;, em consonância c	0		
177	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		A norma do art. 129 da Lei 11.196/2005 harmoniza-se com as diretrizes constitucionais, especialmente com o inc. IV do art. 1º da Constituição da República, pelo qual estabeleceu a liberdade de iniciativa situando-a como fundamento da República Federativa do Brasil. Dessa liberdade econômica emanam a	0		
178	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		(...) a Medida Provisória 927/2020 foi editada para tentar atenuar os trágicos efeitos sociais e econômicos decorrentes da pandemia do coronavírus (covid-19), reconhecida pelo Decreto Legislativo 6/2020. Com efeito, os dispositivos da referida MP são direcionados à manutenção de empregos e da ativid	0		
179	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		O motorista particular, em sua atividade laboral, é protegido pela liberdade fundamental insculpida no art. 5º, XIII, da Carta Magna, submetendo-se apenas à regulação proporcionalmente definida em lei federal, pelo que o art. 3º, VIII, da Lei Federal 12.965/2014 (Marco Civil da Internet) e a Lei Fed	0		
180	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		O serviço postal não consubstancia atividade econômica em sentido estrito, a ser explorada pela empresa privada. Por isso é que a argumentação em torno da livre iniciativa e da livre concorrência acaba caindo no vazio (...). [ http://redir.stf.jus.br/paginador/paginador.jsp?docTP=AC&amp;docID=608504	0		
181	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		A livre iniciativa é expressão de liberdade titulada não apenas pela empresa mas também pelo trabalho. Por isso a Constituição, ao contemplá-la, cogita também da "iniciativa do Estado"; não a privilegia, portanto, como bem pertinente apenas à empresa. Se de um lado a Constituição assegura a livre in	0		
182	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		Repercussão geral Competência e ônus da prova nos processos que discutem a existência de fraude no contrato civil/comercial de prestação de serviços; e a licitude da contratação de pessoa jurídica ou trabalhador autônomo para essa finalidade. [ https://portal.stf.jus.br/processos/downloadPeca.asp?id	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15376026502&ext=.pdf	
183	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		Discussão sobre a exclusividade da propriedade industrial em razão da demora na concessão do registro de marca pelo INPI concomitante ao surgimento de uso mundialmente consagrado da mesma marca por concorrente. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=760338383 " rel="	0		
184	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		A proibição ou restrição da atividade de transporte privado individual por motorista cadastrado em aplicativo é inconstitucional, por violação aos princípios da livre iniciativa e da livre concorrência; e no exercício de sua competência para regulamentação e fiscalização do transporte privado indivi	0		
185	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		O princípio da livre iniciativa, plasmado no art. 1º, IV, da Constituição como fundamento da República e reiterado no art. 170 do texto constitucional, veda a adoção de medidas que, direta ou indiretamente, destinem-se à manutenção artificial de postos de trabalho, em detrimento das reconfigurações 	0		
186	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		É lícita a terceirização ou qualquer outra forma de divisão do trabalho entre pessoas jurídicas distintas, independentemente do objeto social das empresas envolvidas, mantida a responsabilidade subsidiária da empresa contratante&rsquo;. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&a	0		
187	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		Julgados correlatos Tema nº 725 da Repercussão Geral (RE nº 958.252) e ADPF nº 324. (...) Existência de aderência estrita entre o ato reclamado e os paradigmas do STF. (...) Procedência do pedido para se afirmar a licitude do fenômeno da contratação de pessoa jurídica unipessoal para a prestação de 	0		
188	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		Lei Estadual 7.595/17 do Rio de Janeiro. Obrigatoriedade de oferta por restaurantes vendedores de bebidas destiladas de, no mínimo, quatro marcas de cachaças produzidas no estado. (...) Impõe-se, sob pena de indevida interferência na dinâmica econômica da atividade empresarial, que haja proporcional	0		
189	C_textual	com	IV - os valores sociais do trabalho e da livre iniciativa;	inc		O princípio da livre iniciativa não pode ser invocado para afastar regras de regulamentação do mercado e de defesa do consumidor [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=261185 " rel="noopener noreferrer" target="_blank"> RE 349.686 , rel. min. Ellen Gracie, j. 14-6-20	0		
